Depth,Well,GR,RT,RHOB,NPHI,Facies
4175.5,14,48.4075,0.348,2.2711,0.217,SS
4176,14,52.129,0.341,2.296,0.2268,SS
4176.5,14,56.1923,0.357,2.241,0.2274,SS
4177,14,41.9265,0.331,2.242,0.2237,SS
4177.5,14,40.4424,0.354,2.25,0.213,SS
4178,14,44.4578,0.323,2.277,0.2214,SS
4178.5,14,73.9292,0.338,1.9612,0.2687,SS
4179,14,73.6945,3.8953,2.0911,0.3481,UN
4179.5,14,82.7036,2.9683,2.366,0.4459,SH
4180,14,78.0088,2.481,2.4099,0.5857,SH
4180.5,14,83.5096,4.427,2.3738,0.3662,SH
4181,14,83.8712,2.3852,2.164,0.4341,SH
4181.5,14,72.3411,5.848,2.3861,0.6377,SH
4182,14,43.2095,3.391,2.4572,0.2651,SS
4182.5,14,67.6004,1.539,2.5401,0.3434,SH
4183,14,44.2818,2.425,2.491,0.3127,SS
4183.5,14,45.4877,1.7607,2.4801,0.1402,SS
4184.5,14,80.0671,5.425,2.1845,0.5536,SH
4185,14,89.1559,2.2978,1.8051,0.4896,UN
4185.5,14,56.7874,4.393,2.5837,0.314,SH
4186,14,62.1659,2.75,1.9036,0.415,SS
4186.5,14,73.6844,7.9655,2.2237,0.6961,SH
4187,14,88.1285,3.9876,2.345,0.3461,SH
4187.5,14,93.1402,3.29,2.303,0.3895,SH
4188,14,86.7087,2.9394,2.4518,0.5105,SH
4188.5,14,90.3024,2.653,2.2216,0.4644,SH
4189,14,97.7707,2.62,2.498,0.2486,SH
4189.5,14,98.5665,2.2827,2.43,0.2226,SH
4190,14,82.841,2.1451,2.513,0.2697,SH
4190.5,14,74.8007,2.6084,2.5339,0.1373,UN
4191,14,76.7248,2.31,2.567,0.1457,SH
4191.5,14,84.1417,2.5063,2.548,0.1391,SH
4192,14,80.9255,2.9668,2.553,0.1701,SH
4192.5,14,81.491,2.613,2.552,0.1711,SH
4193,14,84.7342,2.595,2.5141,0.1892,SH
4193.5,14,84.1447,1.4829,2.8812,0.3153,SH
4194,14,96.9472,2.059,2.7614,0.3152,SH
4194.5,14,100.492,2.121,2.506,0.2445,SH
4195,14,90.8092,2.1996,2.4921,0.2156,SH
4195.5,14,131.8266,3.3966,2.516,0.2412,SH
4196,14,107.9818,1.7236,2.6129,0.2403,SH
4196.5,14,88.1306,1.487,2.4501,0.1764,UN
4197,14,93.185,1.4678,2.4571,0.423,SH
4197.5,14,93.2158,1.3611,2.6852,0.1341,SH
4198,14,93.4245,1.355,3.1493,0.3187,SH
4198.5,14,88.4905,1.9227,2.5761,0.3313,SH
4199,14,73.0502,0.7091,2.4231,0.2985,SH
4199.5,14,49.0438,1.4572,2.4251,0.2809,UN
4200,14,19.0772,0.6229,2.413,0.1038,SS
4200.5,14,72.9074,0.7747,2.3649,0.0865,SS
4201,14,107.9595,1.4398,2.39,0.1314,SS
4201.5,14,93.5634,1.7191,2.4897,0.6278,SH
4202,14,85.6666,1.7079,2.6019,0.2461,SH
4202.5,14,98.0662,3.4565,2.1168,0.206,CB
4203,14,81.1582,2.8324,2.538,0.2106,SH
4203.5,14,79.8425,2.529,2.532,0.1392,UN
4204,14,87.2122,1.7661,2.3934,0.1552,SS
4204.5,14,85.4494,1.8989,2.7933,0.2326,SH
4205,14,84.8634,1.8887,2.5081,0.1841,SH
4205.5,14,88.7738,2.0083,2.535,0.2056,SH
4206,14,85.1556,2.3707,2.5271,0.1791,SH
4206.5,14,82.9669,2.3184,2.5341,0.1755,SH
4207,14,90.0632,2.5618,2.5589,0.1851,SH
4207.5,14,94.307,2.117,2.551,0.2131,SH
4208,14,83.0617,2.5087,2.572,0.1716,SH
4208.5,14,80.2495,3.6118,2.5762,0.1237,SH
4209,14,82.8045,3.0442,2.6644,0.1834,SH
4209.5,14,67.0249,2.6626,2.541,0.1227,UN
4210,14,79.4283,2.0538,2.491,0.1103,SS
4210.5,14,77.7461,2.0424,2.524,0.2616,SH
4211,14,77.2814,2.6898,2.519,0.1962,SH
4211.5,14,77.4528,2.2743,2.51,0.1887,SH
4212,14,78.391,2.0573,2.516,0.193,SH
4212.5,14,96.8864,1.7599,2.541,0.2054,SH
4213,14,77.5558,1.7607,2.45,0.2,SH
4213.5,14,65.5121,1.1207,2.412,0.194,UN
4214,14,75.972,0.7079,2.4081,0.1832,UN
4214.5,14,85.8148,0.9013,2.5409,0.1987,SH
4215,14,123.7273,1.6737,2.5479,0.1941,SH
4215.5,14,118.5893,1.423,2.5309,0.2071,SH
4216,14,110.3377,0.7456,2.522,0.1447,SH
4216.5,14,94.0655,1.5991,2.522,0.1373,SH
4217,14,97.5631,1.4684,2.5588,0.1264,SH
4217.5,14,102.83,0.9319,2.6062,0.1316,SH
4218,14,99.0213,1.2065,2.471,0.2345,SH
4218.5,14,104.2228,1.234,2.5691,0.2684,SH
4219,14,102.1531,1.3889,2.575,0.3058,SH
4219.5,14,105.3466,1.2691,2.6109,0.2785,SH
4220,14,98.3625,1.149,2.5791,0.3094,SH
4220.5,14,101.9593,1.1739,2.534,0.287,SH
