Depth,Well,GR,RT,RHOB,NPHI,Facies,Well
3551,15,13.928,5.726,2.5472,0.0858,CB,well_2
3552,15,14.847,6.591,2.6069,0.0865,CB,well_2
3552.5,15,9.185,7.583,2.578,0.0889,CB,well_2
3553,15,13.951,6.428,2.571,0.0816,CB,well_2
3553.5,15,10.253,6.747,2.575,0.0914,CB,well_2
3554,15,9.333,7.369,2.558,0.0735,CB,well_2
3554.5,15,11.25,6.205,2.563,0.0825,CB,well_2
3555,15,16.614,6.805,2.592,0.0923,CB,well_2
3555.5,15,14.283,6.914,2.5601,0.0835,CB,well_2
3556,15,19.707,5.541,2.559,0.1123,CB,well_2
3556.5,15,7.13,6.066,2.5479,0.0846,CB,well_2
3557,15,9.872,4.87,2.583,0.0891,CB,well_2
3557.5,15,15.3146,5.1724,2.5221,0.1178,CB,well_2
3558,15,7.579,6.627,2.5979,0.0719,CB,well_2
3558.5,15,7.598,6.736,2.586,0.078,CB,well_2
3559,15,7.59,6.718,2.5589,0.0805,CB,well_2
3559.5,15,13.303,5.024,2.567,0.0758,CB,well_2
3560,15,30.329,6.523,2.5728,0.1231,CB,well_2
3560.5,15,18.139,5.216,2.5551,0.0781,CB,well_2
3561,15,20.975,5.338,2.5599,0.1137,CB,well_2
3561.5,15,18.371,7.376,2.5629,0.0953,CB,well_2
3562,15,14.717,6.164,2.591,0.0756,CB,well_2
3562.5,15,22.383,5.929,2.5689,0.0994,CB,well_2
3563,15,13.523,6.347,2.5751,0.0826,CB,well_2
3563.5,15,31.653,4.189,2.557,0.1447,CB,well_2
3564,15,14.911,8.801,2.584,0.0906,CB,well_2
3564.5,15,21.821,6.764,2.5471,0.0969,CB,well_2
3565,15,14.2,6.948,2.5799,0.0769,CB,well_2
3565.5,15,17.58,5.436,2.564,0.0996,CB,well_2
3566,15,18.444,4.813,2.5241,0.1157,CB,well_2
3566.5,15,19.836,3.397,2.532,0.113,CB,well_2
3567,15,12.144,6.796,2.539,0.0878,CB,well_2
3567.5,15,10.669,7.331,2.564,0.0736,CB,well_2
3568,15,16.428,7.356,2.5999,0.076,CB,well_2
3568.5,15,16.979,6.996,2.5701,0.0822,CB,well_2
3569,15,18.318,4.969,2.56,0.0907,CB,well_2
3569.5,15,19.097,4.497,2.5161,0.1148,CB,well_2
3570,15,20.945,4.424,2.5537,0.1167,CB,well_2
3570.5,15,13.101,5.398,2.547,0.0888,CB,well_2
3571,15,14.36,5.538,2.5309,0.1021,CB,well_2
3571.5,15,13.408,5.717,2.539,0.0967,CB,well_2
3572,15,17.214,5.685,2.564,0.0921,CB,well_2
3572.5,15,22.477,4.796,2.533,0.1139,CB,well_2
3573,15,27.715,6.901,2.57,0.1314,CB,well_2
3573.5,15,17.598,7.215,2.5699,0.0826,CB,well_2
3574,15,17.728,6.794,2.577,0.0878,CB,well_2
3574.5,15,15.468,7.201,2.586,0.0792,CB,well_2
3575,15,16.44,7.236,2.6009,0.0792,CB,well_2
3575.5,15,17.538,7.314,2.567,0.0878,CB,well_2
3576,15,16.882,7.421,2.563,0.0726,CB,well_2
3576.5,15,17.455,7.653,2.5969,0.0784,CB,well_2
3577,15,17.345,7.756,2.5521,0.0871,CB,well_2
3577.5,15,16.349,7.016,2.566,0.0935,CB,well_2
3578,15,18.895,4.822,2.5221,0.0907,CB,well_2
3578.5,15,19.49,5.01,2.5739,0.1277,CB,well_2
3579,15,15.922,6.683,2.5768,0.1002,CB,well_2
3579.5,15,11.001,7.101,2.585,0.0916,CB,well_2
3580,15,12.702,7.214,2.579,0.0838,CB,well_2
3580.5,15,19.56,7.085,2.6011,0.0792,CB,well_2
3581,15,14.128,6.57,2.586,0.055,CB,well_2
3581.5,15,21.452,5.384,2.583,0.0913,CB,well_2
3582,15,16.113,4.226,2.556,0.1145,CB,well_2
3582.5,15,8.015,3.691,2.4931,0.1049,CB,well_2
3583,15,7.026,3.889,2.503,0.0864,CB,well_2
3583.5,15,28.867,2.994,2.573,0.0991,CB,well_2
3584,15,34.208,2.36,2.596,0.1572,CB,well_2
3584.5,15,30.614,2.504,2.5919,0.1194,CB,well_2
3585,15,25.497,3.155,2.581,0.105,CB,well_2
3585.5,15,33.005,2.663,2.5741,0.1159,CB,well_2
3586,15,29.177,2.64,2.5571,0.1075,CB,well_2
3586.5,15,19.51,4.34,2.6061,0.0901,CB,well_2
3587,15,22.077,4.373,2.6189,0.0906,CB,well_2
3587.5,15,25.936,3.64,2.597,0.115,CB,well_2
3588,15,31.186,2.981,2.5611,0.1241,CB,well_2
3588.5,15,28.94,3.091,2.588,0.1255,CB,well_2
3589,15,25.423,3.641,2.5999,0.098,CB,well_2
3589.5,15,24.703,5.125,2.6138,0.0932,CB,well_2
3590,15,23.417,4.807,2.605,0.09,CB,well_2
3590.5,15,31.28,4.497,2.6171,0.1111,CB,well_2
3591,15,26.023,3.386,2.5839,0.1136,CB,well_2
3591.5,15,26.037,3.391,2.5731,0.11,CB,well_2
3592,15,35.711,2.582,2.565,0.1401,CB,well_2
3592.5,15,32.909,2.668,2.5511,0.1385,CB,well_2
3593,15,49.937,2.443,2.4594,0.1827,UN,well_2
3593.5,15,27.894,2.518,2.58,0.1083,SS,well_2
3594,15,19.598,5.888,2.6149,0.0764,CB,well_2
3594.5,15,27.579,4.64,2.5771,0.1002,CB,well_2
3595,15,35.258,2.755,2.553,0.1343,CB,well_2
3595.5,15,32.522,2.857,2.578,0.1318,CB,well_2
3596,15,25.879,3.577,2.584,0.1179,CB,well_2
3596.5,15,18.736,3.468,2.5909,0.1049,CB,well_2
3597,15,17.017,3.531,2.6028,0.1106,CB,well_2
3597.5,15,17.586,3.447,2.581,0.1078,CB,well_2
3598,15,24.281,2.81,2.572,0.1429,CB,well_2
3598.5,15,30.93,2.141,2.535,0.1846,SS,well_2
3599,15,32.178,1.825,2.539,0.1698,SS,well_2
3599.5,15,22.37,2.134,2.553,0.1321,SS,well_2
3600,15,26.469,2.403,2.5589,0.1442,SS,well_2
3600.5,15,32.672,2.214,2.529,0.1581,SS,well_2
3601,15,26.763,1.946,2.56,0.1839,SS,well_2
3601.5,15,23.001,2.271,2.5461,0.1241,CB,well_2
3602,15,23.0083,2.4143,2.5628,0.1244,CB,well_2
3602.5,15,24.86,2.469,2.5431,0.135,CB,well_2
3603,15,33.424,2.368,2.557,0.1343,SS,well_2
3603.5,15,26.864,2.301,2.5609,0.1478,CB,well_2
3604,15,26.032,2.314,2.5351,0.125,CB,well_2
3604.5,15,32.037,2.498,2.579,0.1474,CB,well_2
3605,15,29.204,2.436,2.5639,0.1394,CB,well_2
3605.5,15,27.865,2.547,2.578,0.1301,CB,well_2
3606,15,22.857,3.073,2.577,0.1154,CB,well_2
3606.5,15,27.024,3.063,2.589,0.1202,CB,well_2
3607,15,27.719,3.4,2.591,0.09,CB,well_2
3607.5,15,25.643,3.636,2.5831,0.1122,CB,well_2
3608,15,26.382,2.738,2.568,0.1333,CB,well_2
3608.5,15,25.6,2.725,2.565,0.1581,CB,well_2
3609,15,33.78,2.126,2.55,0.1702,SS,well_2
3609.5,15,32.716,2.215,2.5439,0.1331,SS,well_2
3610,15,31.091,2.354,2.567,0.1636,SS,well_2
3611.5,15,6.756,4.525,2.618,0.0936,CB,well_2
3612,15,19.093,4.112,2.636,0.0837,CB,well_2
3612.5,15,16.744,3.62,2.6151,0.0955,CB,well_2
3613,15,19.865,3.165,2.6199,0.1087,CB,well_2
3613.5,15,18.585,2.989,2.5841,0.1172,CB,well_2
3614,15,20.056,3.622,2.609,0.119,CB,well_2
3614.5,15,17.333,3.651,2.592,0.0987,CB,well_2
3615,15,10.643,4.085,2.61,0.0917,CB,well_2
3615.5,15,10.271,4.182,2.603,0.0932,CB,well_2
3616,15,7.778,3.817,2.637,0.0927,CB,well_2
3616.5,15,6.909,3.471,2.6021,0.0918,CB,well_2
3620.5,15,6.914,2.38,2.5551,0.1685,SS,well_2
3621,15,5.147,3.195,2.571,0.1258,SS,well_2
3621.5,15,4.513,3.454,2.586,0.1052,CB,well_2
3622,15,5.095,2.802,2.6009,0.1221,CB,well_2
3622.5,15,6.999,2.572,2.5841,0.1268,CB,well_2
3623,15,36.085,2.081,2.5431,0.1516,SS,well_2
3623.5,15,32.986,2.386,2.574,0.1673,SS,well_2
3624,15,28.808,2.454,2.576,0.1526,SS,well_2
3624.5,15,28.262,2.662,2.573,0.1394,CB,well_2
3625,15,29.645,2.94,2.5919,0.1238,CB,well_2
3625.5,15,27.668,3.077,2.6001,0.115,CB,well_2
3626,15,36.564,2.786,2.6,0.1201,CB,well_2
3626.5,15,32.359,2.754,2.593,0.1339,CB,well_2
3627,15,33.731,2.523,2.566,0.1297,CB,well_2
3627.5,15,29.018,2.466,2.57,0.1372,CB,well_2
3628,15,31.105,2.756,2.596,0.1599,CB,well_2
3628.5,15,26.86,2.627,2.587,0.1255,CB,well_2
3629,15,28.628,2.68,2.5791,0.1344,CB,well_2
3629.5,15,31.821,2.313,2.589,0.1399,CB,well_2
3630,15,33.872,2.469,2.5761,0.162,SS,well_2
3630.5,15,26.3164,2.728,2.5581,0.1301,SS,well_2
3631,15,31.657,2.451,2.595,0.125,CB,well_2
3631.5,15,34.479,2.373,2.5621,0.1474,SS,well_2
3632,15,37.08,2.254,2.568,0.1649,SS,well_2
3632.5,15,40.177,2.486,2.583,0.1641,SS,well_2
3633,15,34.712,2.666,2.576,0.1533,CB,well_2
3633.5,15,35.306,2.438,2.5729,0.1416,CB,well_2
3634,15,30.604,2.702,2.58,0.1352,SS,well_2
3634.5,15,31.101,2.597,2.6149,0.1464,CB,well_2
3635,15,23.596,3,2.5941,0.1317,CB,well_2
3635.5,15,33.677,3.039,2.598,0.1305,CB,well_2
3636,15,24.606,4.246,2.5921,0.0903,CB,well_2
3636.5,15,21.8,3.373,2.5991,0.1266,CB,well_2
3637,15,43.058,1.994,2.5549,0.201,SS,well_2
3637.5,15,29.179,2.1,2.6158,0.197,SS,well_2
3638,15,38.022,2.683,2.589,0.1356,SS,well_2
3638.5,15,40.107,1.886,2.5321,0.1927,SS,well_2
3639,15,36.095,2.116,2.5769,0.1754,SS,well_2
3639.5,15,37.62,2.663,2.575,0.1435,SS,well_2
3640,15,32.312,2.837,2.6359,0.1477,SS,well_2
3640.5,15,45.565,2.508,2.5361,0.1862,SS,well_2
3641,15,44.496,1.788,2.5221,0.1874,SS,well_2
3641.5,15,41.894,1.571,2.53,0.2053,SS,well_2
3642,15,37.629,1.767,2.545,0.1787,SS,well_2
3642.5,15,41.725,1.838,2.535,0.2021,SS,well_2
3643,15,37.967,1.852,2.527,0.1786,SS,well_2
3643.5,15,36.549,1.954,2.55,0.1874,SS,well_2
3644,15,30.877,2.062,2.5551,0.1614,SS,well_2
3644.5,15,33.617,2.294,2.542,0.1498,SS,well_2
3645,15,35.351,2.123,2.5619,0.1723,SS,well_2
3645.5,15,35.556,2.017,2.545,0.181,SS,well_2
3646,15,38.182,2.006,2.5499,0.1776,SS,well_2
3646.5,15,34.646,2.055,2.5529,0.1743,SS,well_2
3647,15,30.505,2.091,2.5472,0.1701,SS,well_2
3647.5,15,27.167,2.089,2.559,0.1763,SS,well_2
3648,15,30.563,2.262,2.5501,0.1695,SS,well_2
3648.5,15,29.498,2.256,2.534,0.1691,SS,well_2
3649,15,38.969,2.085,2.5399,0.1799,SS,well_2
3649.5,15,39.966,2.068,2.5231,0.1756,SS,well_2
3650,15,47.766,1.954,2.5369,0.2152,SS,well_2
3650.5,15,57.125,1.783,2.535,0.193,SH,well_2
3651,15,31.719,2.381,2.5761,0.1433,SS,well_2
3651.5,15,18.154,3.463,2.564,0.1274,SS,well_2
3652,15,21.905,4.059,2.6149,0.1189,CB,well_2
3652.5,15,23.842,4.312,2.605,0.132,CB,well_2
3653,15,39.113,3.558,2.605,0.1545,CB,well_2
3653.5,15,26.139,3.667,2.5691,0.1087,CB,well_2
3654,15,33.91,3.615,2.563,0.1504,CB,well_2
3654.5,15,46.117,2.693,2.5069,0.2007,CB,well_2
3655,15,45.623,2.255,2.515,0.1863,SS,well_2
3655.5,15,42.09,2.15,2.516,0.1787,SS,well_2
3656,15,48.582,1.958,2.4571,0.2115,SS,well_2
3656.5,15,43.045,1.78,2.461,0.2215,SS,well_2
3657,15,45.754,1.876,2.4599,0.2056,SS,well_2
3657.5,15,48.051,1.786,2.47,0.182,SS,well_2
3658,15,48.113,1.733,2.44,0.1933,SS,well_2
3658.5,15,43.994,1.661,2.4371,0.2105,SS,well_2
3659,15,45.555,1.591,2.435,0.223,SS,well_2
3659.5,15,46.27,1.614,2.4469,0.2065,SS,well_2
3660,15,49.498,1.578,2.433,0.1995,SS,well_2
3660.5,15,47.22,1.561,2.4479,0.2184,SS,well_2
3661,15,47.54,1.642,2.449,0.2139,SS,well_2
3661.5,15,52.891,1.601,2.4361,0.1961,SS,well_2
3662,15,50.204,1.644,2.453,0.2113,SS,well_2
3662.5,15,45.866,1.743,2.4702,0.1878,SS,well_2
3663,15,56.661,1.969,2.5258,0.1803,SS,well_2
3663.5,15,57.957,1.774,2.7235,0.2008,CB,well_2
3664,15,41.882,1.853,2.6729,0.1357,CB,well_2
3664.5,15,30.281,1.996,2.588,0.1832,SS,well_2
3665,15,44.479,1.981,2.6119,0.1734,SS,well_2
3665.5,15,21.608,1.749,2.5823,0.1751,SS,well_2
3666,15,54.93,1.59,2.4754,0.2243,SS,well_2
3666.5,15,136.104,1.686,2.2531,0.5771,SH,well_2
3667,15,131.757,1.547,2.2579,0.4234,SH,well_2
3668,15,156.318,1.42,2.1591,0.4491,SH,well_2
3668.5,15,146.712,1.559,2.22,0.5287,SH,well_2
3669,15,141.078,1.497,2.2401,0.4114,SH,well_2
3669.5,15,127.813,1.268,2.327,0.4962,SH,well_2
3670,15,133.333,1.096,2.2764,0.5691,SH,well_2
3670.5,15,121.503,1.072,2.3541,0.4,SH,well_2
3671,15,117.268,1.039,2.398,0.3973,SH,well_2
3671.5,15,120.73,1.128,2.2899,0.3809,SH,well_2
3672,15,127.314,1.137,2.4916,0.4217,SH,well_2
3672.5,15,115.267,1.007,2.3381,0.3927,SH,well_2
3673,15,109.819,1.159,1.9911,0.4167,UN,well_2
3673.5,15,119.114,1.251,2.279,0.4898,SH,well_2
3674,15,122.436,1.319,2.4028,0.5083,SH,well_2
3674.5,15,115.967,1.468,2.285,0.3955,SH,well_2
3675,15,114.2523,1.6661,2.2976,0.3458,SH,well_2
3675.5,15,127.901,1.564,2.2449,0.4335,SH,well_2
3676,15,132.671,1.532,2.288,0.3787,SH,well_2
3676.5,15,137.819,1.614,2.2233,0.4457,SH,well_2
3677,15,159.033,1.592,2.2832,0.4886,SH,well_2
3677.5,15,177.229,1.633,2.3079,0.4388,SH,well_2
3678,15,156.773,1.702,2.24,0.3989,SH,well_2
3678.5,15,168.367,1.717,2.2779,0.4059,SH,well_2
3679,15,185.605,1.869,2.247,0.4793,SH,well_2
3679.5,15,180.864,1.779,2.2679,0.4807,SH,well_2
3680,15,168.136,1.718,2.2562,0.4489,SH,well_2
3680.5,15,176.193,1.758,2.23,0.5282,SH,well_2
3681,15,185.773,1.895,2.2579,0.4138,SH,well_2
3681.5,15,197.16,1.939,2.2531,0.417,SH,well_2
3682,15,188.393,1.962,2.2271,0.3555,SH,well_2
3682.5,15,188.163,1.992,2.2521,0.4128,SH,well_2
3683,15,209.249,2.284,2.2439,0.4496,SH,well_2
3683.5,15,197.913,2.312,2.179,0.4688,SH,well_2
3684,15,200.785,2.375,2.1841,0.4977,SH,well_2
3684.5,15,200.861,2.719,2.216,0.4631,SH,well_2
3685,15,193.232,3.126,2.0603,0.5202,SH,well_2
3685.5,15,178.464,2.615,2.1679,0.5014,SH,well_2
3686,15,172.107,2.401,2.2546,0.5607,SH,well_2
3686.5,15,166.079,2.023,2.2698,0.4576,SH,well_2
3687,15,163.66,1.987,2.2562,0.4195,SH,well_2
3687.5,15,175.938,2.148,2.24,0.3809,SH,well_2
3688,15,202.962,2.16,2.268,0.3888,SH,well_2
3688.5,15,225.812,2.25,2.2849,0.4978,SH,well_2
3689,15,223.06,2.259,2.2751,0.4695,SH,well_2
3689.5,15,212.074,2.293,2.3171,0.3596,SH,well_2
3690,15,231.794,2.362,2.2898,0.5103,SH,well_2
3690.5,15,222.641,2.408,2.315,0.4762,SH,well_2
3691,15,203.251,2.256,2.3419,0.4547,SH,well_2
3691.5,15,212.158,2.27,2.2891,0.4829,SH,well_2
3692,15,221.662,2.322,2.257,0.4378,SH,well_2
3692.5,15,214.933,2.391,2.276,0.4126,SH,well_2
3693,15,205.324,2.441,2.2439,0.4177,SH,well_2
3693.5,15,215.017,2.881,2.262,0.4471,SH,well_2
3694,15,183.13,2.381,2.5675,0.4386,SH,well_2
3694.5,15,179.555,1.133,2.335,0.4979,SH,well_2
3695,15,154.784,1.233,2.3558,0.5293,SH,well_2
3695.5,15,168.464,2.107,2.272,0.4645,SH,well_2
3696,15,189.276,2.183,2.2081,0.3222,UN,well_2
3696.5,15,199.33,2.353,2.22,0.436,SH,well_2
3697,15,190.429,2.467,2.2271,0.4782,SH,well_2
3697.5,15,194.611,2.418,2.233,0.5667,SH,well_2
3698,15,209.557,2.105,2.2552,0.4551,SH,well_2
3698.5,15,215.757,1.656,2.216,0.4034,SH,well_2
3699,15,207.544,1.236,2.3279,0.5535,SH,well_2
3699.5,15,184.36,1.098,2.2141,0.3384,UN,well_2
3700,15,205.124,1.557,2.2131,0.6501,SH,well_2
3700.5,15,186.647,10.335,2.2171,0.4611,SH,well_2
3701,15,185.251,408.976,2.189,0.4541,SH,well_2
3701.5,15,191.861,14.89,2.2231,0.396,SH,well_2
3702,15,205.05,5.23,2.2171,0.6156,SH,well_2
3702.5,15,215.581,0.946,2.1502,0.4127,SH,well_2
3703,15,355.111,0.11,2.5479,0.5177,SH,well_2
3703.5,15,1567.59,0.094,2.6976,0.423,SH,well_2
3704,15,407.082,0.975,2.564,0.2924,SH,well_2
3704.5,15,325.097,2.268,2.587,0.3164,SH,well_2
3705,15,252.629,3.002,2.3088,0.3213,SH,well_2
3705.5,15,183.005,5.019,2.417,0.3803,SH,well_2
3706,15,98.847,11.926,2.4803,0.2391,UN,well_2
3706.5,15,120.942,4.524,2.4623,0.2963,SH,well_2
3707,15,121.441,2.614,2.458,0.3209,SH,well_2
3707.5,15,118.802,2.592,2.401,0.3542,SH,well_2
3708,15,111.521,2.635,2.407,0.4196,SH,well_2
3708.5,15,111.989,4.141,2.4609,0.3707,SH,well_2
3709,15,106.349,3.856,2.4401,0.3527,SH,well_2
3709.5,15,111.379,3.735,2.4789,0.3521,SH,well_2
3710,15,112.923,2.379,2.4729,0.3694,SH,well_2
3710.5,15,121.553,2.178,2.5019,0.2722,SH,well_2
3711,15,111.555,2.479,2.4431,0.3097,SH,well_2
3711.5,15,115.233,2.248,2.4541,0.3398,SH,well_2
3712,15,119.435,2.563,2.453,0.3469,SH,well_2
3712.5,15,118.422,2.578,2.474,0.3808,SH,well_2
3713,15,117.68,3.158,2.4768,0.3079,SH,well_2
3713.5,15,100.007,3.178,2.5,0.3035,SH,well_2
3714,15,106.555,2.813,2.4411,0.2875,SH,well_2
3714.5,15,107.188,4.273,2.3862,0.467,SH,well_2
3715,15,111.805,3.612,2.4298,0.3596,SH,well_2
3715.5,15,115.666,7.212,2.3951,0.3222,SH,well_2
3716,15,58.328,11.687,2.6431,0.2759,SS,well_2
3716.5,15,44.294,5.683,2.3971,0.2181,SS,well_2
3717,15,106.961,4.193,2.41,0.361,SH,well_2
3717.5,15,135.31,2.559,2.4201,0.3431,SH,well_2
3718,15,111.72,2.328,2.4401,0.3233,SH,well_2
3718.5,15,124.581,2.107,2.46,0.3651,SH,well_2
3719,15,117.156,1.963,2.5278,0.3106,SH,well_2
3719.5,15,101.9466,1.9658,2.4405,0.3124,SH,well_2
3720,15,111.05,2.08,2.4849,0.3936,SH,well_2
3720.5,15,113.944,2.012,2.4042,0.3115,SH,well_2
3721,15,108.49,1.97,2.448,0.3277,SH,well_2
3721.5,15,104.848,1.769,2.476,0.2826,SH,well_2
3722,15,112.125,1.959,2.4919,0.356,SH,well_2
3722.5,15,117.288,2.209,2.5486,0.3483,SH,well_2
3723,15,109.65,1.309,2.4522,0.3512,SH,well_2
3723.5,15,114.593,2.87,2.4989,0.342,SH,well_2
3724,15,110.143,1.601,2.4572,0.2746,SH,well_2
3724.5,15,107.645,1.632,2.4691,0.3213,SH,well_2
3725,15,104.965,1.68,2.475,0.376,SH,well_2
3725.5,15,112.024,1.596,2.4221,0.2231,UN,well_2
3726,15,108.772,1.613,2.4491,0.3748,SH,well_2
3726.5,15,115.624,1.607,2.4631,0.3263,SH,well_2
3727,15,116.807,1.688,2.489,0.299,SH,well_2
3727.5,15,112.672,1.717,2.4711,0.3316,SH,well_2
3728,15,115.338,1.739,2.4888,0.3728,SH,well_2
3728.5,15,106.839,1.742,2.5269,0.3045,SH,well_2
3729,15,106.481,1.725,2.465,0.3701,SH,well_2
3729.5,15,108.244,1.733,2.4491,0.3592,SH,well_2
3730,15,106.75,1.684,2.4151,0.3646,SH,well_2
3730.5,15,121.115,1.754,2.3892,0.3713,SH,well_2
3731,15,115.954,2.119,2.4281,0.3552,SH,well_2
3731.5,15,111.317,2.554,2.6146,0.3385,SH,well_2
3732,15,106.16,2.054,2.4965,0.422,SH,well_2
3732.5,15,110.907,1.998,2.435,0.3352,SH,well_2
3733,15,112.611,1.89,2.4679,0.3788,SH,well_2
3733.5,15,104.528,1.773,2.447,0.3158,SH,well_2
3734,15,102.797,1.624,2.449,0.3301,SH,well_2
3734.5,15,97.061,1.681,2.4701,0.3572,SH,well_2
3735,15,105.335,1.795,2.466,0.3422,SH,well_2
3735.5,15,106.038,1.793,2.45,0.2756,SH,well_2
3736,15,99.638,1.675,2.4649,0.3102,SH,well_2
3736.5,15,97.442,1.683,2.4849,0.3305,SH,well_2
3737,15,104.662,1.646,2.461,0.3207,SH,well_2
3737.5,15,104.505,1.697,2.433,0.3074,SH,well_2
3738,15,104.137,1.577,2.4438,0.3371,SH,well_2
3738.5,15,93.341,1.465,2.4749,0.3425,SH,well_2
3739,15,106.423,1.809,2.452,0.3182,SH,well_2
3739.5,15,104.959,1.877,2.457,0.3202,SH,well_2
3740,15,104.468,1.88,2.455,0.3181,SH,well_2
3740.5,15,100.313,1.917,2.469,0.3079,SH,well_2
3741,15,98.452,2.132,2.4784,0.3296,SH,well_2
3741.5,15,94.637,2.292,2.4551,0.2752,SH,well_2
3742,15,95.965,2.066,2.4699,0.2984,SH,well_2
3742.5,15,96.786,2.039,2.4292,0.3605,SH,well_2
3743,15,102.956,1.824,2.4409,0.328,SH,well_2
3743.5,15,96.714,1.828,2.4201,0.393,SH,well_2
3744,15,104.706,1.835,2.442,0.3411,SH,well_2
3744.5,15,102.781,1.806,2.457,0.3041,SH,well_2
3745,15,105.04,1.782,2.432,0.3335,SH,well_2
3745.5,15,100.065,1.75,2.427,0.3027,SH,well_2
3746,15,102.213,1.772,2.418,0.3484,SH,well_2
3746.5,15,95.892,1.785,2.46,0.2846,SH,well_2
3747,15,100.736,1.758,2.431,0.3038,SH,well_2
3747.5,15,103.643,1.787,2.4281,0.3283,SH,well_2
3748,15,101.8793,1.776,2.4381,0.3394,SH,well_2
3748.5,15,99.197,1.725,2.4381,0.3169,SH,well_2
3749,15,101.132,1.696,2.471,0.3192,SH,well_2
3749.5,15,98.35,1.771,2.458,0.3147,SH,well_2
3750,15,96.82,1.873,2.4421,0.3386,SH,well_2
3750.5,15,98.931,1.721,2.448,0.2984,SH,well_2
3751,15,98.178,1.726,2.4451,0.2907,SH,well_2
3751.5,15,94.243,1.759,2.451,0.3238,SH,well_2
3752,15,99.582,1.802,2.4889,0.3237,SH,well_2
3752.5,15,14.514,1.806,2.47,0.2932,SS,well_2
3753,15,97.062,1.79,2.461,0.2822,SH,well_2
3753.5,15,98.618,1.817,2.472,0.2872,SH,well_2
3754,15,93.502,1.765,2.444,0.27,SH,well_2
3754.5,15,97.477,1.725,2.4579,0.2448,SH,well_2
3755,15,94.849,1.759,2.448,0.3272,SH,well_2
3755.5,15,102.356,1.846,2.4679,0.2517,SH,well_2
3756,15,97.812,1.788,2.4321,0.3189,SH,well_2
3756.5,15,98.72,1.756,2.471,0.345,SH,well_2
3757,15,99.595,1.722,2.454,0.3499,SH,well_2
3757.5,15,97.185,1.803,2.4501,0.2824,SH,well_2
3758,15,90.628,1.862,2.452,0.2717,SH,well_2
3758.5,15,97.201,1.976,2.443,0.2892,SH,well_2
3759,15,96.106,2.01,2.5091,0.2906,SH,well_2
3759.5,15,99.653,1.911,2.4663,0.2922,SH,well_2
3760,15,92.487,1.708,2.424,0.2882,SH,well_2
3760.5,15,87.227,2.179,2.44,0.2649,SH,well_2
3761,15,89.833,2.184,2.4552,0.2651,SH,well_2
3761.5,15,100.311,2.128,2.4679,0.2533,SH,well_2
3762,15,93.78,2.067,2.4211,0.2449,SH,well_2
3762.5,15,92.562,2.692,2.439,0.2932,SH,well_2
3763,15,83.147,2.169,2.5001,0.2493,SH,well_2
3763.5,15,87.879,2.102,2.4949,0.2423,SH,well_2
3764,15,87.545,2.04,2.507,0.259,SH,well_2
3764.5,15,83.211,1.908,2.5283,0.2578,SH,well_2
3765,15,81.548,1.926,2.5656,0.2522,SH,well_2
3765.5,15,81.335,1.881,2.5031,0.2637,SH,well_2
3766,15,84.455,1.837,2.502,0.2379,SH,well_2
3766.5,15,81.954,1.844,2.529,0.2848,SH,well_2
3767,15,79.509,1.816,2.4981,0.235,SH,well_2
3767.5,15,75.225,1.886,2.5788,0.2645,SH,well_2
3768,15,75.593,1.891,2.5451,0.237,SH,well_2
3768.5,15,82.066,1.852,2.5299,0.2456,SH,well_2
3769,15,82.057,1.858,2.513,0.2494,SH,well_2
3769.5,15,74.605,2.053,2.6216,0.2782,SH,well_2
3770,15,74.221,2.046,2.5371,0.2359,SH,well_2
3770.5,15,80.5,1.854,2.513,0.245,SH,well_2
3771,15,82.339,1.842,2.486,0.2703,SH,well_2
3771.5,15,79.506,1.853,2.488,0.2624,SH,well_2
3772,15,81.579,1.892,2.5059,0.2732,SH,well_2
3772.5,15,78.609,1.972,2.4671,0.2437,SH,well_2
3773,15,80.071,1.896,2.5122,0.2829,SH,well_2
3773.5,15,83.028,1.767,2.494,0.2794,SH,well_2
3774,15,81.337,1.823,2.514,0.2969,SH,well_2
3774.5,15,90.134,1.789,2.504,0.3026,SH,well_2
3775,15,82.184,2.09,2.5461,0.2699,SH,well_2
3775.5,15,103.916,1.813,2.4871,0.3191,SH,well_2
3776,15,85.904,1.809,2.5159,0.247,SH,well_2
3776.5,15,87.41,1.736,2.4859,0.2934,SH,well_2
3777,15,86.993,1.746,2.502,0.2716,SH,well_2
3777.5,15,86.329,1.742,2.477,0.2877,SH,well_2
3778,15,85.64,1.719,2.524,0.2665,SH,well_2
3778.5,15,58.245,1.952,2.692,0.245,SH,well_2
3779,15,73.636,1.936,2.5169,0.2376,SH,well_2
3779.5,15,78.023,1.791,2.5278,0.3064,SH,well_2
3780,15,79.897,1.757,2.519,0.2855,SH,well_2
3780.5,15,77.291,1.819,2.4981,0.2609,SH,well_2
3781,15,77.832,1.83,2.49,0.2606,SH,well_2
3781.5,15,27.321,1.828,2.5278,0.2879,SS,well_2
3782.5,15,81.154,1.639,2.503,0.2823,SH,well_2
3783,15,89.173,1.714,2.4911,0.2636,SH,well_2
3783.5,15,80.709,1.836,2.5189,0.2117,SH,well_2
3784,15,75.262,1.922,2.5182,0.2709,SH,well_2
3784.5,15,86.091,1.754,2.4939,0.2725,SH,well_2
3785,15,78.105,1.565,2.5109,0.2549,SH,well_2
3785.5,15,85.019,1.616,2.6235,0.2354,SH,well_2
