Depth,Well,GR,RT,RHOB,NPHI,Facies,Well
3615,14,17.2511,2.6858,2.5531,0.1011,CB,well_1
3615.5,14,15.5506,2.4301,2.511,0.1158,CB,well_1
3616,14,27.8989,3.2068,2.5001,0.1234,CB,well_1
3616.5,14,22.6279,2.9159,2.55,0.1257,CB,well_1
3617,14,19.0823,3.9402,2.537,0.1137,CB,well_1
3617.5,14,24.9989,2.9918,2.567,0.1082,CB,well_1
3618,14,21.6667,3.0145,2.575,0.1216,CB,well_1
3618.5,14,14.7193,2.8443,2.542,0.1353,CB,well_1
3619,14,15.7859,4.2319,2.5399,0.1214,CB,well_1
3619.5,14,11.1791,4.0256,2.5629,0.0984,CB,well_1
3620,14,11.2543,4.0102,2.536,0.1048,CB,well_1
3620.5,14,11.9659,4.0049,2.5709,0.1008,CB,well_1
3621,14,9.9421,3.472,2.581,0.097,CB,well_1
3621.5,14,12.7538,4.7049,2.562,0.0961,CB,well_1
3622,14,8.9389,4.7424,2.5192,0.1073,CB,well_1
3622.5,14,11.9284,4.0756,2.5559,0.099,CB,well_1
3623,14,9.7839,3.7925,2.552,0.1009,CB,well_1
3623.5,14,9.4547,3.9929,2.502,0.1056,CB,well_1
3624,14,11.0619,3.9341,2.558,0.0889,CB,well_1
3624.5,14,9.1682,3.6122,2.574,0.1025,CB,well_1
3625,14,15.8653,4.0782,2.563,0.0961,CB,well_1
3625.5,14,15.9041,3.3322,2.571,0.1022,CB,well_1
3626,14,13.9448,4.5226,2.5649,0.0955,CB,well_1
3626.5,14,13.6139,4.1382,2.5899,0.1057,CB,well_1
3627,14,14.133,4.7082,2.5619,0.0984,CB,well_1
3627.5,14,11.8071,4.0702,2.4941,0.1199,CB,well_1
3628,14,11.0887,4.0647,2.4919,0.1294,CB,well_1
3628.5,14,8.4213,4.3838,2.5319,0.1105,CB,well_1
3629,14,8.4744,4.3593,2.4851,0.0992,CB,well_1
3629.5,14,12.8762,3.5556,2.5451,0.0965,CB,well_1
3630,14,13.8498,3.0757,2.554,0.107,CB,well_1
3630.5,14,20.9894,3.4308,2.547,0.0932,CB,well_1
3631,14,20.8157,4.1803,2.5529,0.1037,CB,well_1
3631.5,14,24.4277,4.3813,2.549,0.1019,CB,well_1
3632,14,24.6949,3.9173,2.5749,0.1095,CB,well_1
3632.5,14,18.3836,4.276,2.5639,0.1077,CB,well_1
3633,14,24.4147,4.3065,2.53,0.1082,CB,well_1
3633.5,14,25.5944,4.1733,2.5441,0.1163,CB,well_1
3634,14,24.6195,5.254,2.5711,0.1235,CB,well_1
3634.5,14,14.4926,4.4914,2.542,0.0991,CB,well_1
3635,14,23.4076,3.8567,2.5501,0.1022,CB,well_1
3635.5,14,16.1229,4.3794,2.552,0.1069,CB,well_1
3636,14,17.0653,5.2738,2.6039,0.1088,CB,well_1
3636.5,14,13.3782,6.1668,2.602,0.0862,CB,well_1
3637,14,11.7207,4.643,2.6299,0.0811,CB,well_1
3637.5,14,11.8997,7.4176,2.5761,0.0953,CB,well_1
3638,14,13.7119,6.0753,2.553,0.094,CB,well_1
3638.5,14,9.4709,7.3601,2.543,0.0976,CB,well_1
3639,14,8.2346,6.55,2.535,0.0889,CB,well_1
3639.5,14,9.4504,5.6077,2.522,0.0942,CB,well_1
3640,14,16.2172,5.3354,2.546,0.0953,CB,well_1
3640.5,14,14.3463,5.775,2.5701,0.0941,CB,well_1
3641,14,16.027,5.4436,2.542,0.0836,CB,well_1
3641.5,14,14.9472,7.0247,2.571,0.0775,CB,well_1
3642,14,10.2044,5.1597,2.521,0.0949,CB,well_1
3642.5,14,9.64,3.9258,2.5549,0.0956,CB,well_1
3643,14,7.682,5.1652,2.559,0.0791,CB,well_1
3643.5,14,12.0691,4.9408,2.5551,0.0968,CB,well_1
3644,14,18.5128,4.8344,2.543,0.1004,CB,well_1
3644.5,14,14.4853,4.7788,2.558,0.0893,CB,well_1
3645,14,10.5593,5.4793,2.5559,0.0816,CB,well_1
3645.5,14,11.4048,6.7432,2.5689,0.0772,CB,well_1
3646,14,18.1126,8.5129,2.5709,0.0816,CB,well_1
3646.5,14,9.761,4.5454,2.533,0.0779,CB,well_1
3647,14,11.4506,8.6551,2.4771,0.0835,CB,well_1
3647.5,14,18.2347,4.3844,2.472,0.1142,CB,well_1
3648,14,19.7996,4.6813,2.525,0.12,CB,well_1
3648.5,14,16.3985,3.6977,2.56,0.1049,CB,well_1
3649,14,17.0217,12.8026,2.532,0.0861,CB,well_1
3649.5,14,27.5557,6.6782,2.515,0.1287,CB,well_1
3650,14,14.3147,7.2485,2.5271,0.1024,CB,well_1
3650.5,14,13.5733,5.5304,2.557,0.078,CB,well_1
3651,14,15.0652,7.2686,2.481,0.104,CB,well_1
3651.5,14,23.7115,4.4319,2.505,0.1176,CB,well_1
3652,14,16.6949,3.7262,2.493,0.1266,CB,well_1
3652.5,14,8.6251,5.4118,2.4419,0.1303,CB,well_1
3653,14,8.9661,4.6195,2.374,0.1618,CB,well_1
3653.5,14,10.7601,5.6492,2.468,0.1277,CB,well_1
3654,14,15.6829,6.8727,2.4551,0.1165,CB,well_1
3654.5,14,13.585,4.5558,2.466,0.1337,CB,well_1
3655,14,9.3841,3.6943,2.443,0.1237,CB,well_1
3655.5,14,22.9399,7.3794,2.477,0.1206,CB,well_1
3656,14,23.0441,5.2363,2.529,0.1632,CB,well_1
3656.5,14,29.9429,6.257,2.501,0.1274,CB,well_1
3657,14,21.2488,3.8274,2.519,0.1514,CB,well_1
3657.5,14,26.2722,3.1795,2.512,0.1109,CB,well_1
3658,14,17.6107,3.3221,2.533,0.1024,CB,well_1
3658.5,14,24.8583,5.9525,2.507,0.1334,CB,well_1
3659,14,26.7696,3.7858,2.505,0.1506,CB,well_1
3659.5,14,12.4033,3.4454,2.535,0.1113,CB,well_1
3660,14,31.0737,6.7995,2.51,0.1331,CB,well_1
3660.5,14,40.3695,5.7792,2.5789,0.1081,CB,well_1
3661,14,14.9611,2.5043,2.5949,0.112,CB,well_1
3661.5,14,17.2319,9.5277,2.53,0.096,CB,well_1
3662,14,20.6019,3.7905,2.564,0.1095,CB,well_1
3662.5,14,28.4899,7.6094,2.555,0.1024,CB,well_1
3663,14,17.83,5.2875,2.5779,0.1075,CB,well_1
3663.5,14,6.6538,4.3586,2.5211,0.0808,CB,well_1
3664,14,4.9457,3.0981,2.521,0.0853,CB,well_1
3664.5,14,6.2503,10.8617,2.5729,0.082,CB,well_1
3665,14,7.6863,4.0411,2.58,0.0582,CB,well_1
3665.5,14,6.588,7.1143,2.6399,0.0557,CB,well_1
3666,14,13.5372,7.5251,2.5741,0.0632,CB,well_1
3666.5,14,30.8752,7.372,2.591,0.1135,CB,well_1
3667,14,24.4337,2.335,2.617,0.0974,CB,well_1
3667.5,14,24.2863,3.0435,2.562,0.1069,CB,well_1
3668,14,19.8823,2.4111,2.552,0.0951,CB,well_1
3668.5,14,21.9891,3.2682,2.576,0.1025,CB,well_1
3669,14,27.5418,3.0058,2.549,0.1129,CB,well_1
3669.5,14,28.6122,2.7174,2.5909,0.1234,CB,well_1
3670,14,21.0781,1.977,2.555,0.1212,CB,well_1
3670.5,14,26.8764,3.0062,2.57,0.1209,SS,well_1
3671,14,31.1497,2.096,2.56,0.1245,SS,well_1
3671.5,14,19.2908,1.7577,2.54,0.1424,CB,well_1
3672,14,22.9326,2.9946,2.554,0.1038,CB,well_1
3672.5,14,27.6352,3.1079,2.549,0.1077,CB,well_1
3673,14,29.7951,2.5419,2.53,0.1249,SS,well_1
3673.5,14,19.3792,2.2439,2.5381,0.1264,CB,well_1
3674,14,17.4921,2.7747,2.561,0.1037,CB,well_1
3674.5,14,23.179,3.3608,2.575,0.11,CB,well_1
3675,14,33.7891,3.3429,2.5671,0.1256,CB,well_1
3675.5,14,26.8468,2.1984,2.603,0.0905,CB,well_1
3676,14,28.3415,6.2037,2.614,0.0853,CB,well_1
3676.5,14,27.2362,4.7504,2.588,0.0861,CB,well_1
3677,14,29.4324,4.4015,2.6,0.093,CB,well_1
3677.5,14,38.4554,4.352,2.5371,0.133,CB,well_1
3678,14,31.4436,1.8379,2.553,0.1235,CB,well_1
3678.5,14,38.4065,4.0647,2.5321,0.1502,SS,well_1
3679,14,42.6134,2.029,2.501,0.1637,SS,well_1
3679.5,14,40.549,2.1041,2.53,0.1614,UN,well_1
3680,14,38.7072,2.0731,2.52,0.1532,SS,well_1
3680.5,14,44.6654,2.0738,2.517,0.1636,UN,well_1
3681,14,37.1894,2.0364,2.5719,0.1566,SH,well_1
3681.5,14,43.3881,2.6806,2.557,0.1551,SH,well_1
3682,14,33.5639,2.1748,2.5539,0.1577,SH,well_1
3682.5,14,28.7882,3.9931,2.543,0.1067,CB,well_1
3683,14,25.5688,4.1726,2.565,0.1141,CB,well_1
3683.5,14,30.4121,3.9158,2.577,0.1188,CB,well_1
3684,14,35.6316,2.874,2.5471,0.1247,CB,well_1
3684.5,14,33.5435,3.2539,2.545,0.1282,CB,well_1
3685,14,36.1693,2.8718,2.557,0.1479,UN,well_1
3685.5,14,32.1393,3.4916,2.5549,0.1217,CB,well_1
3686,14,32.1788,2.9416,2.5509,0.1486,UN,well_1
3686.5,14,35.7141,2.9041,2.584,0.1205,CB,well_1
3687,14,37.2313,4.5584,2.556,0.14,CB,well_1
3687.5,14,38.6045,2.9511,2.564,0.1456,UN,well_1
3688,14,34.3979,3.7888,2.5521,0.1265,CB,well_1
3688.5,14,35.3857,3.7029,2.558,0.1285,CB,well_1
3689,14,34.4086,3.9445,2.561,0.1366,CB,well_1
3689.5,14,30.4195,6.412,2.578,0.1309,CB,well_1
3690,14,34.5179,3.7539,2.564,0.096,CB,well_1
3690.5,14,32.4033,4.7447,2.551,0.1286,CB,well_1
3691,14,34.1427,3.8169,2.5669,0.1182,CB,well_1
3691.5,14,27.754,4.2914,2.5819,0.1186,CB,well_1
3692,14,23.535,6.6427,2.57,0.1001,CB,well_1
3692.5,14,18.8969,6.5322,2.584,0.0928,CB,well_1
3693,14,20.3612,5.7226,2.6079,0.0867,CB,well_1
3693.5,14,28.8507,2.8952,2.558,0.1125,CB,well_1
3694,14,45.0231,2.8013,2.561,0.1194,CB,well_1
3694.5,14,37.417,2.9121,2.579,0.1408,UN,well_1
3695,14,33.7056,1.6302,2.5861,0.1294,CB,well_1
3695.5,14,49.2835,1.5964,2.5431,0.1116,CB,well_1
3696,14,47.2422,2.3648,2.5809,0.1598,SH,well_1
3696.5,14,38.3719,4.2062,2.588,0.1242,SS,well_1
3697,14,39.6376,2.8199,2.606,0.1435,SH,well_1
3697.5,14,38.4642,2.9108,2.564,0.1212,CB,well_1
3698,14,43.904,2.293,2.563,0.1421,SS,well_1
3698.5,14,43.1871,2.3358,2.564,0.1454,UN,well_1
3699,14,34.1371,3.1356,2.561,0.1461,UN,well_1
3699.5,14,34.0836,3.0446,2.578,0.1264,CB,well_1
3700,14,40.2678,2.5703,2.566,0.1317,CB,well_1
3700.5,14,40.8257,4.5045,2.5261,0.1394,CB,well_1
3701,14,34.8431,1.4217,2.5689,0.1197,SS,well_1
3701.5,14,18.182,4.8011,2.586,0.0807,CB,well_1
3702,14,14.0128,5.8399,2.613,0.0681,CB,well_1
3702.5,14,18.8603,5.0267,2.6051,0.0831,CB,well_1
3703,14,21.6663,3.5687,2.595,0.074,CB,well_1
3703.5,14,21.5532,4.7332,2.586,0.0862,CB,well_1
3704,14,23.4493,3.8892,2.594,0.0904,CB,well_1
3704.5,14,25.1845,3.464,2.565,0.121,CB,well_1
3705,14,22.9408,3.0261,2.585,0.1172,CB,well_1
3705.5,14,19.6977,2.279,2.587,0.0666,CB,well_1
3706,14,20.7479,4.7598,2.617,0.0933,CB,well_1
3706.5,14,14.9558,3.3746,2.617,0.0795,CB,well_1
3707,14,26.7015,4.0344,2.592,0.0794,CB,well_1
3707.5,14,15.1346,3.5441,2.594,0.0737,CB,well_1
3708,14,21.4253,4.8921,2.576,0.0938,CB,well_1
3708.5,14,22.1748,3.9139,2.617,0.0922,CB,well_1
3709,14,20.9595,3.5241,2.613,0.0959,CB,well_1
3709.5,14,28.6907,3.0167,2.582,0.1176,CB,well_1
3710,14,24.4234,3.2065,2.5431,0.1085,CB,well_1
3710.5,14,29.1134,2.5595,2.559,0.107,CB,well_1
3711,14,17.9162,3.8158,2.595,0.1142,CB,well_1
3711.5,14,20.6595,3.5875,2.576,0.0977,CB,well_1
3712,14,25.8057,2.7741,2.562,0.1073,CB,well_1
3712.5,14,37.7266,2.1814,2.589,0.1543,SS,well_1
3713,14,40.0336,1.6014,2.6019,0.1878,SS,well_1
3713.5,14,27.7442,2.9912,2.582,0.1371,SS,well_1
3714,14,43.3703,3.6386,2.553,0.1346,SS,well_1
3714.5,14,33.272,1.4779,2.549,0.1477,CB,well_1
3715,14,26.9675,2.7567,2.6641,0.1069,CB,well_1
3715.5,14,29.5677,3.1252,2.607,0.1218,CB,well_1
3716,14,41.4407,2.5077,2.5751,0.1607,SS,well_1
3716.5,14,35.5981,1.483,2.5999,0.1509,SS,well_1
3717,14,27.4344,3.3799,2.7139,0.0916,CB,well_1
3717.5,14,48.1069,4.2929,2.5041,0.2272,SS,well_1
3718,14,50.9453,1.4032,2.53,0.2032,SS,well_1
3718.5,14,43.8091,1.3889,2.551,0.1659,SS,well_1
3719,14,40.0127,1.6221,2.5839,0.1476,SS,well_1
3719.5,14,39.5424,1.8832,2.6115,0.1447,SS,well_1
3720,14,45.197,1.7667,2.525,0.171,SS,well_1
3720.5,14,36.1894,1.408,2.5909,0.1476,SS,well_1
3721,14,35.8521,1.8569,2.7262,0.1504,CB,well_1
3721.5,14,39.6553,1.8959,2.557,0.1768,SS,well_1
3722,14,40.5685,1.5532,2.5751,0.1685,SS,well_1
3722.5,14,44.2284,1.9141,2.513,0.1713,SS,well_1
3723,14,40.5951,1.5403,2.525,0.1684,SS,well_1
3723.5,14,46.043,1.9522,2.511,0.1693,SS,well_1
3724,14,47.3816,1.5982,2.515,0.1899,SS,well_1
3724.5,14,38.485,1.3881,2.548,0.1874,SS,well_1
3725,14,35.4187,1.7848,2.541,0.1463,SS,well_1
3725.5,14,39.1251,2.4826,2.494,0.1538,SS,well_1
3726,14,43.3321,2.321,2.565,0.1608,SS,well_1
3726.5,14,43.3979,1.855,2.548,0.1539,SS,well_1
3727,14,43.3155,2.108,2.6018,0.1633,SS,well_1
3727.5,14,45.8632,2.3961,2.5131,0.1522,SS,well_1
3728,14,45.3818,2.8451,2.531,0.154,SS,well_1
3728.5,14,42.8242,2.4005,2.55,0.1532,SS,well_1
3729,14,47.0416,2.4082,2.557,0.1583,SS,well_1
3729.5,14,51.5703,2.3481,2.555,0.1617,SS,well_1
3730,14,42.1477,2.2641,2.556,0.1725,SS,well_1
3730.5,14,48.5396,2.3482,2.547,0.1631,SS,well_1
3731,14,46.8475,1.8983,2.547,0.1628,SS,well_1
3731.5,14,40.6264,2.5396,2.568,0.137,SS,well_1
3732,14,42.4326,2.6427,2.57,0.1433,SS,well_1
3732.5,14,52.3384,2.0394,2.536,0.1407,SS,well_1
3733,14,52.6206,2.7157,2.547,0.1325,SS,well_1
3733.5,14,59.5333,2.8753,2.5389,0.1735,UN,well_1
3734,14,59.9732,1.9395,2.545,0.184,UN,well_1
3734.5,14,48.7655,2.1248,2.604,0.1411,SS,well_1
3735,14,31.8949,3.1614,2.591,0.0971,CB,well_1
3735.5,14,29.8932,4.3444,2.613,0.1072,CB,well_1
3736,14,32.055,3.8027,2.603,0.1102,CB,well_1
3736.5,14,26.2995,4.1588,2.604,0.0943,CB,well_1
3737,14,22.3579,4.4872,2.605,0.0991,CB,well_1
3737.5,14,25.4921,5.0153,2.605,0.0936,CB,well_1
3738,14,35.517,4.6722,2.617,0.1155,CB,well_1
3738.5,14,21.1159,4.0124,2.6041,0.1033,CB,well_1
3739,14,18.5761,4.9666,2.605,0.0784,CB,well_1
3739.5,14,21.8066,7.4342,2.622,0.0864,CB,well_1
3740,14,50.8678,8.0826,2.549,0.1391,CB,well_1
3740.5,14,58.9554,2.3935,2.521,0.1769,UN,well_1
3741,14,56.4793,2.0231,2.4801,0.1709,SS,well_1
3741.5,14,57.619,1.954,2.499,0.1806,UN,well_1
3742,14,60.1475,1.994,2.502,0.1672,SS,well_1
3742.5,14,57.9333,1.9379,2.492,0.1774,SS,well_1
3743,14,59.5085,2.0728,2.5269,0.1695,UN,well_1
3743.5,14,57.75,2.1482,2.5949,0.1906,CB,well_1
3744,14,52.806,2.4534,2.6489,0.1406,CB,well_1
3744.5,14,84.1076,3.6743,2.537,0.3712,SH,well_1
3745,14,76.1451,1.2611,2.4651,0.3698,SH,well_1
3745.5,14,61.2247,0.7485,2.5915,0.44,UN,well_1
3746,14,49.2509,0.702,2.5711,0.2145,SS,well_1
3746.5,14,53.4269,1.5818,2.514,0.2411,SS,well_1
3747,14,38.7764,2.072,2.6059,0.1704,SS,well_1
3747.5,14,35.3618,3.0224,2.5729,0.2319,SS,well_1
3748,14,43.558,1.9463,2.5789,0.176,SS,well_1
3748.5,14,36.2521,1.9799,2.564,0.1914,SS,well_1
3749,14,32.4836,1.9071,2.576,0.1883,SS,well_1
3749.5,14,23.6963,2.0167,2.586,0.1546,CB,well_1
3750,14,27.4909,2.4537,2.6069,0.1389,CB,well_1
3750.5,14,52.4043,2.923,2.5701,0.236,SS,well_1
3751,14,45.302,2.0223,2.577,0.2081,SS,well_1
3751.5,14,60.4374,2.2337,2.5661,0.2077,SS,well_1
3752,14,59.3336,2.108,2.6049,0.2178,SS,well_1
3752.5,14,52.6581,2.4392,2.59,0.2227,SS,well_1
3753,14,53.2454,2.3949,2.593,0.2062,SS,well_1
3753.5,14,58.513,2.3261,2.602,0.1877,SS,well_1
3754,14,46.146,2.5793,2.5901,0.1902,SS,well_1
3754.5,14,43.4843,2.355,2.598,0.1766,SS,well_1
3755,14,48.6611,2.8277,2.602,0.1797,SS,well_1
3755.5,14,46.2803,2.6542,2.5701,0.1874,SS,well_1
3756,14,65.3183,2.6628,2.5441,0.2213,SS,well_1
3756.5,14,69.4989,2.4473,2.567,0.2326,UN,well_1
3757,14,69.3417,2.0691,2.5472,0.2524,UN,well_1
3757.5,14,65.3555,2.0335,2.607,0.1796,SS,well_1
3758,14,83.0542,2.5931,2.6479,0.2194,SH,well_1
3758.5,14,94.6041,2.3893,2.6529,0.2244,SH,well_1
3759,14,102.3493,2.2475,2.6929,0.1948,SH,well_1
3759.5,14,124.3129,2.1394,2.6168,0.2712,SH,well_1
3760,14,121.2847,1.5726,2.5701,0.2584,SH,well_1
3760.5,14,103.8736,1.6876,2.7865,0.2885,SH,well_1
3761,14,92.8416,1.7129,2.603,0.2987,SH,well_1
3761.5,14,94.052,1.7097,2.628,0.2908,SH,well_1
3762,14,92.9153,1.6692,2.6871,0.3061,SH,well_1
3762.5,14,89.8966,1.9708,2.639,0.2788,SH,well_1
3763,14,94.5567,1.5682,2.6311,0.3347,SH,well_1
3763.5,14,96.3077,1.4219,2.5731,0.2901,SH,well_1
3764,14,95.7158,1.455,2.609,0.2965,SH,well_1
3764.5,14,102.372,1.2801,2.6021,0.3305,SH,well_1
3765,14,94.3776,1.3648,2.571,0.2931,SH,well_1
3765.5,14,90.4026,1.2742,2.6551,0.2283,CB,well_1
3766,14,107.7978,2.1668,2.5959,0.2514,SH,well_1
3766.5,14,59.112,1.0841,2.654,0.2211,CB,well_1
3767,14,64.168,2.0562,2.688,0.1419,CB,well_1
3767.5,14,70.6806,2.7431,2.63,0.1874,CB,well_1
3768,14,71.8989,2.0148,2.602,0.1763,CB,well_1
3768.5,14,95.8156,2.3209,2.5821,0.2196,SS,well_1
3769,14,215.1043,1.8859,2.3565,0.2734,UN,well_1
3769.5,14,229.037,2.0034,2.263,0.5923,SH,well_1
3770,14,201.6456,3.9964,2.1831,0.4723,SH,well_1
3770.5,14,164.1915,3.2313,2.3659,0.4235,SH,well_1
3771,14,154.4012,2.9755,2.3871,0.3454,SH,well_1
3771.5,14,66.7298,4.2267,2.5289,0.2339,SS,well_1
3772,14,108.7807,12.0629,2.4643,0.1153,SS,well_1
3772.5,14,161.2726,13.7282,2.3119,0.2866,UN,well_1
3773,14,182.6441,1.3918,2.2341,0.5052,SH,well_1
3773.5,14,228.3231,3.0976,2.2979,0.4326,SH,well_1
3774,14,223.4467,3.0687,2.219,0.4252,SH,well_1
3774.5,14,219.8265,3.594,2.2759,0.4677,SH,well_1
3775,14,279.0987,1.2763,2.3389,0.508,SH,well_1
3775.5,14,369.2731,1.1134,2.4129,0.3818,SH,well_1
3776,14,1335.022,0.6838,2.8337,0.219,SH,well_1
3776.5,14,588.0335,0.4757,2.3532,0.5568,SH,well_1
3777,14,137.2334,2.6218,2.4129,0.4262,SH,well_1
3777.5,14,176.2356,3.5666,2.3902,0.2352,UN,well_1
3778,14,186.231,3.8588,2.318,0.4234,SH,well_1
3778.5,14,194.2617,4.1955,2.327,0.3722,SH,well_1
3779,14,201.8069,3.5196,2.32,0.3941,SH,well_1
3779.5,14,190.6566,5.3453,2.3031,0.4572,SH,well_1
3780,14,171.8623,4.5267,2.3069,0.4114,SH,well_1
3780.5,14,196.5089,12.2729,2.2291,0.5301,SH,well_1
3781,14,187.6588,9.2044,2.23,0.4222,SH,well_1
3781.5,14,181.844,7.0562,2.218,0.3965,SH,well_1
3782,14,180.1312,6.3856,2.235,0.536,SH,well_1
3782.5,14,161.3402,5.7466,2.332,0.4203,SH,well_1
3783,14,170.7687,3.6701,2.2941,0.4139,SH,well_1
3783.5,14,180.3655,6.3033,2.2739,0.4392,SH,well_1
3784,14,174.7763,6.4421,2.2761,0.3431,SH,well_1
3784.5,14,182.9312,4.8006,2.2421,0.4336,SH,well_1
3785,14,167.3183,6.8847,2.216,0.4105,SH,well_1
3785.5,14,161.4924,6.3598,2.2052,0.4137,SH,well_1
3786,14,148.649,7.1641,2.263,0.4513,SH,well_1
3786.5,14,165.0358,5.9977,2.2819,0.3748,SH,well_1
3787,14,167.8027,5.6065,2.243,0.3842,SH,well_1
3787.5,14,159.3603,6.0086,2.3049,0.3519,SH,well_1
3788,14,159.5259,4.2451,2.2771,0.4318,SH,well_1
3788.5,14,174.5941,5.4384,2.268,0.4145,SH,well_1
3789,14,150.2322,5.1567,2.3,0.3593,SH,well_1
3789.5,14,162.6048,5.3964,2.271,0.3814,SH,well_1
3790,14,150.7072,6.2189,2.2371,0.4361,SH,well_1
3790.5,14,161.6165,5.6578,2.273,0.3944,SH,well_1
3791,14,167.2784,6.0338,2.318,0.3795,SH,well_1
3791.5,14,149.3099,7.1825,2.28,0.392,SH,well_1
3792,14,144.9751,4.7684,2.273,0.3798,SH,well_1
3792.5,14,144.9232,4.2828,2.3252,0.3408,SH,well_1
3793,14,140.9715,4.9251,2.361,0.3454,SH,well_1
3793.5,14,133.3352,6.4552,2.341,0.3673,SH,well_1
3794,14,137.9972,5.2504,2.35,0.3971,SH,well_1
3794.5,14,143.0489,4.3024,2.35,0.337,SH,well_1
3795,14,148.4264,3.7524,2.364,0.4083,SH,well_1
3795.5,14,153.5456,3.4078,2.377,0.372,SH,well_1
3796,14,153.6148,4.302,2.353,0.4179,SH,well_1
3796.5,14,146.9421,3.5269,2.353,0.3645,SH,well_1
3797,14,146.9751,5.5017,2.3101,0.3741,SH,well_1
3797.5,14,142.6126,5.6458,2.327,0.4293,SH,well_1
3798,14,144.5165,4.4519,2.3538,0.3668,SH,well_1
3798.5,14,140.2296,5.4147,2.3181,0.3774,SH,well_1
3799,14,139.306,5.8556,2.35,0.3523,SH,well_1
3799.5,14,136.901,3.8606,2.387,0.3506,SH,well_1
3800,14,128.9474,4.2309,2.337,0.38,SH,well_1
3800.5,14,144.5273,5.4505,2.2951,0.4121,SH,well_1
3801,14,148.7237,9.2487,2.283,0.3814,SH,well_1
3801.5,14,143.422,5.8154,2.258,0.3802,SH,well_1
3802,14,135.678,4.1268,2.334,0.3765,SH,well_1
3802.5,14,149.4132,4.7879,2.303,0.43,SH,well_1
3803,14,153.0376,4.7071,2.341,0.3737,SH,well_1
3803.5,14,150.2858,3.8319,2.382,0.35,SH,well_1
3804,14,137.956,3.6955,2.398,0.3156,SH,well_1
3804.5,14,131.3387,3.3269,2.367,0.3706,SH,well_1
3805,14,140.7959,3.5853,2.406,0.3742,SH,well_1
3805.5,14,138.1887,3.179,2.41,0.3265,SH,well_1
3806,14,134.7453,3.0135,2.417,0.3334,SH,well_1
3806.5,14,131.8204,2.691,2.408,0.334,SH,well_1
3807,14,125.7845,4.5722,2.366,0.3421,SH,well_1
3807.5,14,120.4138,5.9798,2.395,0.3511,SH,well_1
3808,14,130.9361,3.9554,2.343,0.3608,SH,well_1
3808.5,14,126.2899,3.3907,2.3819,0.3841,SH,well_1
3809,14,125.2765,3.1563,2.3871,0.3131,SH,well_1
3809.5,14,126.6013,3.0958,2.388,0.3267,SH,well_1
3810,14,132.7443,3.3389,2.386,0.3479,SH,well_1
3810.5,14,136.5233,4.7165,2.3411,0.3852,SH,well_1
3811,14,133.9046,6.4156,2.3,0.3842,SH,well_1
3811.5,14,143.0407,7.119,2.3349,0.4233,SH,well_1
3812,14,146.335,4.473,2.3789,0.4158,SH,well_1
3812.5,14,158.0598,2.7046,2.4049,0.3664,SH,well_1
3813,14,155.5898,4.1549,2.431,0.3777,SH,well_1
3813.5,14,149.5789,4.6783,2.412,0.3307,SH,well_1
3814,14,156.784,5.1755,2.421,0.31,SH,well_1
3814.5,14,143.3057,5.2655,2.415,0.3342,SH,well_1
3815,14,154.0388,5.1419,2.414,0.321,SH,well_1
3815.5,14,149.5507,3.8836,2.379,0.3385,SH,well_1
3816,14,133.1089,4.6721,2.39,0.3254,SH,well_1
3816.5,14,136.1813,5.056,2.416,0.3419,SH,well_1
3817,14,139.179,4.6931,2.4669,0.2895,SH,well_1
3817.5,14,145.6537,5.2882,2.443,0.3602,SH,well_1
3818,14,143.9912,2.7835,2.392,0.324,SH,well_1
3818.5,14,146.001,5.1867,2.423,0.3032,SH,well_1
3819,14,140.7683,3.5349,2.426,0.2906,SH,well_1
3819.5,14,130.6817,2.5574,2.42,0.3341,SH,well_1
3820,14,131.7288,3.0107,2.422,0.3257,SH,well_1
3820.5,14,128.8941,2.6553,2.455,0.3279,SH,well_1
3821,14,136.9503,2.4929,2.4521,0.3258,SH,well_1
3821.5,14,142.703,3.3853,2.4059,0.3067,SH,well_1
3822,14,157.4749,2.9652,2.41,0.3393,SH,well_1
3822.5,14,154.8366,2.277,2.3451,0.3593,SH,well_1
3823,14,161.1378,2.7732,2.439,0.325,SH,well_1
3823.5,14,110.0552,2.9875,2.481,0.2896,SH,well_1
3824,14,121.6901,3.5906,2.445,0.3196,SH,well_1
3824.5,14,119.4663,2.5891,2.4132,0.3131,SH,well_1
3825,14,128.3136,2.1351,2.4109,0.3396,SH,well_1
3825.5,14,127.7999,2.7456,2.442,0.3055,SH,well_1
3826,14,122.6464,1.9647,2.454,0.321,SH,well_1
3826.5,14,122.1143,2.3524,2.4351,0.3266,SH,well_1
3827,14,122.4984,1.7591,2.453,0.3355,SH,well_1
3827.5,14,120.5621,2.2144,2.442,0.314,SH,well_1
3828,14,126.7168,3.053,2.4519,0.3249,SH,well_1
3828.5,14,112.7385,1.7734,2.411,0.3244,SH,well_1
3829,14,124.1529,3.8734,2.4229,0.345,SH,well_1
3829.5,14,121.2968,3.2606,2.431,0.3446,SH,well_1
3830,14,120.9137,3.6315,2.477,0.329,SH,well_1
3830.5,14,136.583,3.2061,2.4261,0.3343,SH,well_1
3831,14,132.8716,2.0879,2.4301,0.3435,SH,well_1
3831.5,14,134.9352,2.4423,2.429,0.3133,SH,well_1
3832,14,138.8597,1.7129,2.4271,0.328,SH,well_1
